Product,Price,Old Price,URL,Platform
Hp PC Portable ELITEBOOK X360 G3 I5-8éme -16GB- 512GB SSD - TACTILE - REMIS À NEUF,3745.0,6999.0,https://www.jumia.ma/hp-pc-portable-elitebook-x360-g3-i5-8eme-16gb-512gb-ssd-tactile-remis-a-neuf-63519524.html,Jumia
Lenovo PC Portable IdeaPad Gaming 3 i5-11300H 8Go 512Go SSD RTX3050Ti 4GB AZERTY,8400.0,10000.0,https://www.jumia.ma/lenovo-pc-portable-ideapad-gaming-3-i5-11300h-8go-512go-ssd-rtx3050ti-4gb-azerty-65127710.html,Jumia
"DELL LATITUDE E5540 CORE I3-4030U (1,90Ghz)- RAM 4Go - HDD 320Go ( Remis à Neuf )",1245.0,1799.0,https://www.jumia.ma/dell-latitude-e5540-core-i3-4030u-190ghz-ram-4go-hdd-320go-remis-a-neuf-65108033.html,Jumia
"Apple Macbook PRO M2 2022-Retina 13,3"" - silver -Apple M2 Chip-RAM 8Go-SSD 256Go-Batterie 100%- AUTONOMIE +10H - Azerty -remis a neuf/",8999.0,12999.0,https://www.jumia.ma/apple-macbook-pro-m2-2022-retina-133-silver-apple-m2-chip-ram-8go-ssd-256go-batterie-100-autonomie-10h-azerty-remis-a-neuf-66591901.html,Jumia
"DELL Optiplex 3020 MT Intel Pentium - 8Go , 500Go (Remis à Neuf) + Pack 10 pièces gratuit",899.0,1999.0,https://www.jumia.ma/dell-optiplex-3020-mt-intel-pentium-8go-500go-remis-a-neuf-pack-10-pieces-gratuit-65200393.html,Jumia
"Hp 15"" - fc0053nk AMD Ryzen 7 (A76C2EA) - SSD 512 Go - RAM 16 GB - Windows 11",7443.0,11426.0,https://www.jumia.ma/hp-15-fc0053nk-amd-ryzen-7-a76c2ea-ssd-512-go-ram-16-gb-windows-11-65557187.html,Jumia
Hp Ordinateur portable 14-ep0004nk (886J1EA),13285.0,,https://www.jumia.ma/hp-ordinateur-portable-14-ep0004nk-886j1ea-65132236.html,Jumia
Hp Pc portable Probook 640 G5 ntel® Core I5-8365U - 8go- SSD 256Go- Remis a neuf,3000.0,4900.0,https://www.jumia.ma/hp-pc-portable-probook-640-g5-ntelr-core-i5-8365u-8go-ssd-256go-remis-a-neuf-61900171.html,Jumia
HP EliteDesk 800 G5 Ordinateur de bureau i7-8700 8éme génération 32Go de RAM- 256Go SSD - Remis à Neuf,3490.0,4999.0,https://www.jumia.ma/generic-hp-elitedesk-800-g5-ordinateur-de-bureau-i7-8700-8eme-generation-32go-de-ram-256go-ssd-remis-a-neuf-65854285.html,Jumia
Hp PC PORTABLE ProBook Core i3 6eme Génération- 4GB RAM - 500GB HDD -Remis à Neuf,1999.0,4500.0,https://www.jumia.ma/pc-portable-probook-core-i3-6eme-generation-4gb-ram-500gb-hdd-remis-a-neuf-hp-mpg1413117.html,Jumia
DELL PC Portable Latitude E5450-i5-16G-512GO SSD-SOURIS GRATUIT-GARANTIE DE 6MOIS -REMIS A NEUF/,2879.0,2999.0,https://www.jumia.ma/dell-pc-portable-latitude-e5450-i5-16g-512go-ssd-souris-gratuit-garantie-de-6mois-remis-a-neuf-67001676.html,Jumia
Lenovo ThinkPad X380 Yoga – 13.3” – Core i5-8250U – 8GB RAM – 256GB SSD – QWERTY (Remis à neuf),3500.0,5500.0,https://www.jumia.ma/lenovo-thinkpad-x380-yoga-13.3-core-i5-8250u-8gb-ram-256gb-ssd-qwerty-remis-a-neuf-62035673.html,Jumia
Lenovo Mini ThinkCentre M93P Intel CORE - 256 Go SSD - 8 Go Ram - WIFI - Remis à neuf,899.0,1769.0,https://www.jumia.ma/lenovo-mini-thinkcentre-m93p-intel-core-256-go-ssd-8-go-ram-wifi-remis-a-neuf-66130807.html,Jumia
"Hp AMD Ryzen 5 4500U - 15,6"" - 8 Go RAM - 512 Go SSD - Windows 10 Home - Azerty",5500.0,8450.0,https://www.jumia.ma/pc-portable-amd-ryzen-5-4500u-15.6-8gb-512gb-w10h6-hp-mpg1106263.html,Jumia
"Hp Elitedesk 600 G3 Mini Core i5 - 6th Gén - 8Go , 256Go SSD avec Ecran EliteDisplay E202 20"" (Remis à Neuf)",1999.0,3999.0,https://www.jumia.ma/hp-elitedesk-600-g3-mini-core-i5-6th-gen-8go-256go-ssd-avec-ecran-elitedisplay-e202-20-remis-a-neuf-61122942.html,Jumia
Hp PC Portable ELITEBOOK X360 G2 I7-7éme -16GB- 512GB SSD - TACTILE -REMIS À NEUF,3799.0,8899.0,https://www.jumia.ma/hp-pc-portable-elitebook-x360-g2-i7-7eme-16gb-512gb-ssd-tactile-remis-a-neuf-47159344.html,Jumia
Lenovo Notebook ThinkPad L390 YOGA i5–8250U- 8eme génération-16Go-512Go SSD- souris ET CARTABLE GRATUIT- GRATUIT-AZERTY-REMIS A NEUF,2779.0,4799.0,https://www.jumia.ma/lenovo-notebook-thinkpad-l390-yoga-i58250u-8eme-generation-16go-512go-ssd-souris-et-cartable-gratuit-gratuit-azerty-remis-a-neuf-66114655.html,Jumia
"Asus ExpertBook P1 - 15,6"" - Intel Core i5 10ᵉ Génération - 8GB + 512GB SSD + Imprimante PIXMA TS3640 + Souris",6499.0,6999.0,https://www.jumia.ma/asus-expertbook-p1-156-intel-core-i5-10-generation-8gb-512gb-ssd-imprimante-pixma-ts3640-souris-67185178.html,Jumia
